seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
9765	0.040353969624266	1	0.33506305590272	0.9998158	0.4474278	0.3666056	0.000499504	0.0001651079	0.4046696	16.33821	16.35716	1.123947	17.92452	0	0	21.75861	0	0.564041302557652
9766	0.151609451463446	1	0.35331414192915	0.99996	0.6505342	0.4675051	0.001865799	0.0006659227	0.5574199	16.65265	16.67273	1.081084	18.08675	0	0	23.37843	0.0001187178	-0.101388086736993
9767	0.0115245828870684	1	0.357206690311432	0.9885455	0.4038781	0.3677857	0.0001065377	2.218997e-05	0.3911753	16.33734	16.36276	1.078477	17.91841	0	0	21.94687	0	0.526430618248614
9768	0.124537783209234	1	0.802130477130413	0.9967537	0.8617135	0.8308161	9.483373e-05	7.870546e-05	0.849723	18.14771	17.92151	0.8017474	18.92609	0.02123947	0.001607311	13.43344	0.8912149	-2.3372802717849
9769	0.00566834094934165	1	0.313236218690872	0.8526172	0.3269687	0.3164627	8.984413e-05	2.353031e-05	0.3328057	16.20291	16.23327	1.034725	17.83699	0	0	20.3464	0	0.865517843345303
976	0.154294112604111	1	0.252495869807899	0.9997811	0.6016423	0.3637061	0.003553142	0.001055675	0.4921844	16.47098	16.50284	1.07982	17.98149	0	0	21.15912	0	0.262830840593769
9770	0.0677265556063503	1	0.885826747119427	0.8167456	0.8997626	0.894782	5.215594e-05	4.387033e-06	0.9053225	18.50926	18.3486	0.6025175	19.19193	0.1156485	0.01965959	8.922082	0.9879699	-2.75313078423138
9771	0.0712913998402655	1	0.18228214122355	0.999915	0.3796597	0.240071	0.001072948	0.000454151	0.3067273	16.11802	16.12466	1.086752	17.78874	0	0	16.78239	0	1.14080832897524
9772	0.139755589421839	1	0.455471964925528	0.9995685	0.6969925	0.5574164	0.001312995	0.0003429586	0.6343688	16.95303	16.91144	1.035937	18.23607	0	0	23.35669	0.00680649	-0.486025976435976
9773	0.157547495560721	1	0.790520597808063	0.9993938	0.8646023	0.8276944	0.0001317024	5.088771e-05	0.8464187	18.11791	17.90864	0.7571297	18.90942	0.01892578	0.001304437	13.70303	0.88148	-2.23505151987415
